"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -1.904757544,      0.3141684434,      0.5867595649,       3.560016119,      -6.056157785,       456.6694993,     0.03945897972,      -0.306692477,                 0,                 0,                 0,     -0.1470196772,     0.04480549169,     -0.3059571121,                 0,      -7.772438091,     0.05817988052
          0,           0,           1,      -3.009079992,     -0.6697656253,      0.1682387633,       2.449355087,      -5.878383342,       456.6694993,     0.03976151516,     -0.2952688173,                 0,                 0,                 0,     -0.1426158073,     0.04490861069,     -0.2945299123,                 0,      -7.425995115,     0.05817988052
          0,           0,           2,      -3.606808318,     -0.7999241492,    -0.01637787076,       1.873098121,      -6.041178705,       456.6694993,     0.04000121948,     -0.3002302097,                 0,                 0,                 0,     -0.1461489217,     0.04523486675,     -0.2994863657,                 0,      -7.505526422,     0.05817988052
          0,           0,           3,      -3.511308187,     -0.9716144351,     -0.2412162407,       1.956504564,      -6.303109546,       456.6694993,     0.03998758084,     -0.3060695462,                 0,                 0,                 0,     -0.1497718097,     0.04532314065,     -0.3053250508,                 0,      -7.654115098,     0.05817988052
          0,           0,           4,      -3.620459885,      -1.057630047,     -0.4698415223,       1.842807229,      -6.410844545,       456.6694993,     0.03993829672,     -0.3043650718,                 0,                 0,                 0,     -0.1497899013,     0.04524411686,     -0.3036216961,                 0,      -7.620882632,     0.05818309468
          0,           0,           5,      -3.831403616,      -1.097297055,      -0.669374932,        1.62908236,      -6.400374199,       456.6694993,     0.03993363897,     -0.2967454674,                 0,                 0,                 0,      -0.147265725,     0.04510647939,     -0.2960033336,                 0,      -7.430964847,     0.06203354061
          0,           0,           6,      -3.991165939,       -1.11039994,     -0.8137593099,       1.469647851,      -6.397425553,       456.6694993,     0.03990805315,     -0.2873204357,                 0,                 0,                 0,     -0.1442304756,     0.04491640798,     -0.2865801839,                 0,      -7.199560316,     0.06203354061
          0,           0,           7,      -4.146264321,      -1.119956802,     -0.8888752007,       1.321809068,      -6.407459469,       456.6694993,     0.03984105034,     -0.2776616603,                 0,                 0,                 0,     -0.1414248808,      0.0446808465,     -0.2769240489,                 0,      -6.969235447,     0.06203354061
          0,           0,           8,      -4.193461003,      -1.122548755,      -0.926351432,       1.278864628,      -6.416597539,       456.6694993,     0.03972217317,     -0.2679820808,                 0,                 0,                 0,     -0.1388661654,     0.04439305548,     -0.2672480183,                 0,      -6.746410364,     0.06203354061
          0,           0,           9,      -4.292012931,      -1.131462811,     -0.9522082232,       1.198505374,      -6.417134497,       456.6694993,     0.03950113095,     -0.2586144297,                 0,                 0,                 0,     -0.1365335026,     0.04400855888,     -0.2578856517,                 0,        -6.5470133,     0.06203354061
          0,           0,          10,      -4.294248551,      -1.144609409,     -0.9860216339,       1.204611333,      -6.414201874,       456.6694993,     0.03921612083,     -0.2508540034,                 0,                 0,                 0,     -0.1349060477,     0.04358815405,     -0.2501313814,                 0,      -6.396706202,     0.06248075562
          0,           0,          11,      -4.228422409,      -1.160453125,      -1.025726686,       1.258753461,      -6.413269683,       456.6694993,     0.03887005089,     -0.2451979237,                 0,                 0,                 0,     -0.1339399742,     0.04314342461,     -0.2444822029,                 0,      -6.308145168,     0.06446734039
          0,           0,          12,      -4.213207318,      -1.185335067,      -1.067944555,       1.270708819,      -6.413475412,       456.6694993,     0.03848177857,     -0.2413795341,                 0,                 0,                 0,     -0.1335263497,     0.04268857134,     -0.2406711712,                 0,      -6.272566993,     0.06446734039
          0,           0,          13,      -4.301825707,      -1.206199895,      -1.109536416,       1.183031703,      -6.414742849,       456.6694993,     0.03804494974,     -0.2390628407,                 0,                 0,                 0,     -0.1334224301,     0.04221137716,     -0.2383624543,                 0,       -6.28369448,     0.06446734039
          0,           0,          14,      -4.227098945,       -1.22457128,      -1.149982552,       1.245969963,      -6.416853732,       456.6694993,     0.03757227693,     -0.2381837776,                 0,                 0,                 0,     -0.1336903677,     0.04172343458,     -0.2374917744,                 0,      -6.339349037,     0.06446734039
          0,           0,          15,      -4.262794768,      -1.237844915,      -1.186003445,       1.217646845,      -6.418185331,       456.6694993,      0.0370829329,     -0.2385337049,                 0,                 0,                 0,     -0.1342808609,     0.04124027216,     -0.2378501886,                 0,      -6.432439029,     0.06249705056
          0,           0,          16,      -4.215174938,      -1.245717713,      -1.223342193,       1.265732637,      -6.419094352,       456.6694993,     0.03666273845,     -0.2398859386,                 0,                 0,                 0,     -0.1352119604,     0.04084374143,     -0.2392095498,                 0,      -6.543044757,      0.0644891417
          0,           0,          17,      -4.273241438,      -1.261475828,      -1.261875879,       1.213651162,      -6.417400877,       456.6694993,     0.03631145013,     -0.2417373949,                 0,                 0,                 0,     -0.1361722528,     0.04052481899,     -0.2410668549,                 0,      -6.657332439,      0.0626089856
          0,           0,          18,      -4.323328518,      -1.279873422,      -1.300910412,       1.163410245,      -6.415091005,       456.6694993,     0.03599059692,     -0.2436797945,                 0,                 0,                 0,     -0.1369678198,     0.04023791419,     -0.2430145583,                 0,      -6.770651652,     0.06451374663
          0,           0,          19,      -4.219127388,      -1.298604521,       -1.33789579,       1.261834977,      -6.411450735,       456.6694993,     0.03569762417,     -0.2457679222,                 0,                 0,                 0,     -0.1378058388,     0.03998142891,     -0.2451074812,                 0,      -6.884713702,     0.06451374663
          0,           0,          20,      -4.210413345,      -1.304734283,      -1.370193921,       1.273839926,      -6.407312333,       456.6694993,     0.03546121394,     -0.2479043129,                 0,                 0,                 0,     -0.1386958015,     0.03978233985,     -0.2472476724,                 0,       -6.99085805,     0.06650641646
          0,           0,          21,      -4.223872561,      -1.307872226,      -1.403485787,       1.264399548,      -6.402518528,       456.6694993,     0.03525782799,     -0.2496953263,                 0,                 0,                 0,     -0.1393760506,     0.03961024237,     -0.2490419625,                 0,      -7.081982656,     0.06849826415
          0,           0,          22,      -4.248561124,      -1.326396347,      -1.422113573,       1.244172656,      -6.396795388,       456.6694993,     0.03512072195,     -0.2515520423,                 0,                 0,                 0,     -0.1402240802,     0.03950556137,     -0.2509007886,                 0,      -7.162496338,     0.06849826415
          0,           0,          23,      -4.284522398,      -1.347601607,      -1.434398324,       1.208389958,      -6.390149772,       456.6694993,     0.03501577941,     -0.2532486915,                 0,                 0,                 0,     -0.1410650242,     0.03943024543,     -0.2525990108,                 0,      -7.232416235,     0.06849826415
          0,           0,          24,      -4.307436375,      -1.371410841,      -1.450464426,       1.185510693,       -6.38325109,       456.6694993,     0.03497165835,     -0.2550574077,                 0,                 0,                 0,     -0.1420973227,     0.03941769755,     -0.2544082216,                 0,      -7.293260304,     0.06849826415
          0,           0,          25,      -4.325688441,      -1.397012194,      -1.467458919,       1.168685672,      -6.375637979,       456.6694993,     0.03487480265,     -0.2565026426,                 0,                 0,                 0,     -0.1428832563,     0.03934607942,     -0.2558549268,                 0,      -7.354956104,     0.06849826415
          0,           0,          26,      -4.278702379,      -1.410863995,      -1.497518957,       1.211129398,       -6.36818398,       456.6694993,      0.0347831982,      -0.257888942,                 0,                 0,                 0,     -0.1436290112,     0.03927868318,     -0.2572426137,                 0,      -7.414181426,     0.06849826415
          0,           0,          27,      -4.348103974,       -1.43068186,      -1.516001866,       1.152655331,      -6.361573336,       456.6694993,     0.03471818638,     -0.2594169478,                 0,                 0,                 0,     -0.1445294986,     0.03924034864,     -0.2587715214,                 0,      -7.472076593,     0.07051220734
          0,           0,          28,      -4.427723665,      -1.459848354,      -1.533464813,        1.07884737,      -6.354501804,       456.6694993,     0.03466964294,     -0.2613597956,                 0,                 0,                 0,      -0.145755294,     0.03922571996,     -0.2607149205,                 0,      -7.538577655,     0.07051220734
          0,           0,          29,      -4.505236053,       -1.48917236,      -1.561138224,       1.004944154,      -6.347496438,       456.6694993,     0.03462652314,     -0.2634211475,                 0,                 0,                 0,     -0.1470442019,     0.03921858229,      -0.262776711,                 0,      -7.607496324,     0.06852005983
          0,           0,          30,      -4.499881009,      -1.517209517,       -1.58875585,        1.00475994,      -6.341127896,       456.6694993,     0.03458926127,     -0.2657084439,                 0,                 0,                 0,     -0.1484305234,     0.03922124492,     -0.2650643093,                 0,      -7.681818984,     0.06852005983
          0,           0,          31,      -4.542273937,      -1.546807031,      -1.608428719,      0.9651608243,      -6.334626701,       456.6694993,     0.03456163177,     -0.2681608891,                 0,                 0,                 0,     -0.1498937059,     0.03923642069,     -0.2675168632,                 0,      -7.758918644,     0.06852005983
          0,           0,          32,      -4.562210241,      -1.572463095,      -1.631104528,      0.9452309814,      -6.328326055,       456.6694993,     0.03455263687,     -0.2708619837,                 0,                 0,                 0,     -0.1514619508,     0.03927456776,     -0.2702177035,                 0,       -7.83911181,     0.06852005983
          0,           0,          33,      -4.576784738,      -1.600115582,      -1.652478631,      0.9315835991,      -6.322633487,       456.6694993,     0.03453896881,     -0.2734954204,                 0,                 0,                 0,     -0.1528801864,     0.03930686159,     -0.2728509776,                 0,      -7.918459349,     0.07051155204
          0,           0,          34,      -4.587469769,      -1.628816093,      -1.672562898,      0.9195884775,      -6.318176917,       456.6694993,      0.0345313303,     -0.2763251008,                 0,                 0,                 0,     -0.1543721134,     0.03934860898,     -0.2756803604,                 0,      -8.002156257,     0.07051155204
          0,           0,          35,      -4.602378666,      -1.657657429,      -1.695323866,      0.9033441518,      -6.314521107,       456.6694993,     0.03454355628,     -0.2791943368,                 0,                 0,                 0,     -0.1558375839,     0.03941090817,      -0.278548946,                 0,      -8.082385454,     0.07051155204
          0,           0,          36,      -4.619876233,      -1.685043654,      -1.722203856,      0.8834794372,      -6.311407113,       456.6694993,     0.03458330098,     -0.2823131547,                 0,                 0,                 0,     -0.1574463086,     0.03950507769,     -0.2816665952,                 0,      -8.163279581,     0.06851933826
          0,           0,          37,      -4.643389902,      -1.711486559,      -1.752897369,      0.8616098821,       -6.30859896,       456.6694993,     0.03467246762,     -0.2855695617,                 0,                 0,                 0,     -0.1591197337,     0.03965106289,     -0.2849209501,                 0,      -8.236205305,     0.06851933826
          0,           0,          38,      -4.676436658,      -1.740914663,      -1.782703929,       0.830736347,      -6.305884676,       456.6694993,     0.03477191204,     -0.2885830145,                 0,                 0,                 0,     -0.1604845841,     0.03980308417,     -0.2879322084,                 0,      -8.299313946,     0.06851933826
          0,           0,          39,      -4.742377412,      -1.772753873,      -1.810042725,      0.7667165049,      -6.302810448,       456.6694993,     0.03487121423,     -0.2915877465,                 0,                 0,                 0,     -0.1617979519,     0.03995481104,     -0.2909347496,                 0,      -8.361846666,     0.06851933826
          0,           0,          40,       -4.79073933,      -1.809159352,      -1.837511502,       0.716866555,      -6.299656235,       456.6694993,     0.03499078909,     -0.2946264277,                 0,                 0,                 0,     -0.1631048452,     0.04012739999,     -0.2939708812,                 0,      -8.420113845,     0.06810848739
          0,           0,          41,       -4.82191248,      -1.846888172,       -1.86491165,       0.682962506,      -6.296101555,       456.6694993,     0.03512737563,     -0.2976622737,                 0,                 0,                 0,     -0.1643884998,     0.04031694854,     -0.2970038811,                 0,       -8.47379767,     0.06810848739
          0,           0,          42,      -4.842358203,       -1.87922136,       -1.89177774,      0.6621622749,      -6.291912222,       456.6694993,     0.03527620473,     -0.3005505634,                 0,                 0,                 0,     -0.1655046941,     0.04051616258,     -0.2998891334,                 0,      -8.519923437,     0.07179088058
          0,           0,          43,      -4.874449513,      -1.907870376,      -1.916644078,       0.630765694,      -6.286321154,       456.6694993,     0.03543642667,     -0.3034298241,                 0,                 0,                 0,     -0.1666206472,     0.04072661015,     -0.3027651593,                 0,      -8.562652969,     0.07179088058
          0,           0,          44,      -4.900288877,      -1.934372297,      -1.942106666,      0.6069824906,      -6.280009782,       456.6694993,     0.03557252229,      -0.306144239,                 0,                 0,                 0,     -0.1675662404,     0.04091005811,     -0.3054767856,                 0,      -8.606199932,     0.07179088058
          0,           0,          45,      -4.916609392,      -1.957828937,      -1.969223167,      0.5894020172,      -6.272513475,       456.6694993,     0.03570249052,     -0.3087507557,                 0,                 0,                 0,     -0.1684417246,     0.04108549653,     -0.3080806371,                 0,      -8.647877255,     0.07179088058
          0,           0,          46,      -4.947759646,      -1.978705662,      -1.997770096,      0.5586861616,      -6.263468074,       456.6694993,     0.03580519308,     -0.3112095212,                 0,                 0,                 0,     -0.1691814846,     0.04123109483,     -0.3105372357,                 0,      -8.691742578,     0.07378069553
          0,           0,          47,      -4.971448925,      -1.999003028,      -2.027685372,      0.5332379423,      -6.253060185,       456.6694993,     0.03587548284,     -0.3133553997,                 0,                 0,                 0,     -0.1696793178,     0.04133882463,     -0.3126815607,                 0,      -8.734527731,     0.07378069553
          0,           0,          48,      -5.001524838,      -2.020598182,      -2.057123124,      0.5011559726,      -6.241707223,       456.6694993,     0.03593786612,     -0.3155225987,                 0,                 0,                 0,     -0.1702239417,     0.04143902124,     -0.3148473409,                 0,      -8.779669825,     0.07378069553
          0,           0,          49,      -5.034662318,      -2.041587573,      -2.084953006,      0.4694386788,      -6.229770027,       456.6694993,     0.03596487634,     -0.3175193083,                 0,                 0,                 0,       -0.17067822,     0.04150087474,      -0.316843275,                 0,      -8.828594468,     0.07378069553
          0,           0,          50,      -5.047517252,      -2.061922806,      -2.111654139,      0.4534364446,      -6.217414256,       456.6694993,     0.03597396748,     -0.3193387676,                 0,                 0,                 0,     -0.1710093019,     0.04154171843,     -0.3186622984,                 0,      -8.876940465,     0.07577292631
          0,           0,          51,      -5.069861263,      -2.079667118,      -2.136535768,      0.4321791595,      -6.211055353,       456.6694993,     0.03612052149,     -0.3201815324,                 0,                 0,                 0,      -0.171191155,      0.0417029584,     -0.3195023772,                 0,      -8.864255531,     0.07577292631
          0,           0,          52,      -5.203543807,      -2.102084714,      -2.158481309,      0.3121155266,      -6.202865662,       456.6694993,      0.0361004167,     -0.3210223382,                 0,                 0,                 0,     -0.1712805034,     0.04169753075,     -0.3203434058,                 0,      -8.892482901,     0.07774850555
          0,           0,          53,      -5.214421834,      -2.122322704,      -2.181528134,      0.2971768824,      -6.194192592,       456.6694993,     0.03599221468,     -0.3219678787,                 0,                 0,                 0,     -0.1713293244,     0.04160584717,     -0.3212906906,                 0,      -8.945486725,     0.07574456291
          0,           0,          54,      -5.182312803,      -2.138684356,      -2.201099571,      0.3211829341,      -6.184883464,       456.6694993,     0.03586939411,     -0.3229662874,                 0,                 0,                 0,     -0.1713421755,     0.04150046995,     -0.3222910909,                 0,       -9.00395157,     0.07574456291
          0,           0,          55,      -5.156458205,       -2.15381032,      -2.218274097,      0.3406484144,      -6.174702805,       456.6694993,     0.03573910131,     -0.3239552686,                 0,                 0,                 0,     -0.1713549503,     0.04138745709,     -0.3232821953,                 0,      -9.064449209,     0.07574456291
          0,           0,          56,      -5.165802182,      -2.168802034,      -2.234553873,      0.3304666266,       -6.16391072,       456.6694993,     0.03555721244,     -0.3248125595,                 0,                 0,                 0,     -0.1712187032,     0.04122055771,     -0.3241425301,                 0,       -9.13492755,     0.07574456291
          0,           0,          57,      -5.138888684,      -2.183641081,      -2.251404462,      0.3531421858,      -6.152457269,       456.6694993,     0.03533594642,     -0.3255082365,                 0,                 0,                 0,     -0.1709410466,     0.04101146662,     -0.3248419627,                 0,      -9.211815997,     0.07574456291
          0,           0,          58,      -5.148773548,       -2.19728401,      -2.267960091,      0.3429231271,      -6.141320267,       456.6694993,     0.03513053865,      -0.326131695,                 0,                 0,                 0,     -0.1706922825,     0.04081697099,     -0.3254689111,                 0,      -9.283424267,     0.07574456291
          0,           0,          59,      -5.170365479,      -2.210444415,      -2.284673659,        0.32169652,      -6.130525808,       456.6694993,     0.03493623924,     -0.3267035849,                 0,                 0,                 0,     -0.1704782909,     0.04063268203,     -0.3260441049,                 0,      -9.351423965,     0.07574456291
          0,           0,          60,      -5.172633933,      -2.221830901,      -2.303550826,      0.3185022746,      -6.119895652,       456.6694993,     0.03471742272,     -0.3269225279,                 0,                 0,                 0,     -0.1699869707,     0.04041771991,     -0.3262668335,                 0,      -9.416670431,     0.07773679362
          0,           0,          61,      -5.175116798,      -2.232041926,      -2.321035575,      0.3157076547,      -6.109778763,       456.6694993,     0.03445937238,     -0.3269956626,                 0,                 0,                 0,     -0.1694532584,     0.04016098525,     -0.3263444606,                 0,      -9.489309876,     0.07574456502
          0,           0,          62,      -5.203355747,      -2.240839821,       -2.33666333,      0.2887973653,      -6.100259084,       456.6694993,     0.03418478713,     -0.3269257019,                 0,                 0,                 0,     -0.1688596819,     0.03988522085,     -0.3262793027,                 0,      -9.563485085,     0.07574456502
          0,           0,          63,      -5.213406098,      -2.246117537,      -2.353808486,      0.2791491114,      -6.096109429,       456.6694993,     0.03415088641,     -0.3268971766,                 0,                 0,                 0,     -0.1686685033,     0.03985082746,     -0.3262513735,                 0,      -9.572143243,     0.07427093795
          0,           0,          64,      -5.326520306,      -2.260598605,      -2.371277973,      0.1736784751,      -6.090294748,       456.6694993,     0.03402209729,     -0.3267544871,                 0,                 0,                 0,     -0.1683132061,     0.03971956768,     -0.3261109533,                 0,      -9.604184135,     0.07427093795
          0,           0,          65,      -5.312975255,      -2.269885287,      -2.390271416,      0.1855655751,      -6.084291723,       456.6694993,     0.03384267058,     -0.3267704663,                 0,                 0,                 0,     -0.1680423144,     0.03954044717,     -0.3261300616,                 0,       -9.65557566,     0.07427093795
          0,           0,          66,      -5.311385729,       -2.27280353,      -2.403195268,      0.1898019399,      -6.077977743,       456.6694993,     0.03363659585,     -0.3266766558,                 0,                 0,                 0,      -0.167666364,      0.0393327666,     -0.3260398618,                 0,      -9.711941639,     0.07427093795
          0,           0,          67,      -5.293753467,      -2.272657758,       -2.41394847,      0.2056505794,      -6.071342168,       456.6694993,     0.03339201551,     -0.3263354076,                 0,                 0,                 0,     -0.1671200153,     0.03908226791,     -0.3257029341,                 0,      -9.772857451,     0.07427093795
          0,           0,          68,      -5.271194345,      -2.270923632,       -2.42416351,      0.2237048165,      -6.064701563,       456.6694993,     0.03312813034,     -0.3258633635,                 0,                 0,                 0,     -0.1664863328,     0.03881018463,     -0.3252355673,                 0,      -9.836455004,     0.07427093795
          0,           0,          69,      -5.282627747,       -2.26764241,      -2.433237413,      0.2132863684,      -6.058142639,       456.6694993,      0.0328502055,     -0.3252565174,                 0,                 0,                 0,     -0.1658094633,     0.03852171119,     -0.3246336642,                 0,      -9.901201911,     0.07427093795
          0,           0,          70,      -5.270165619,      -2.261119785,      -2.442322909,      0.2246986022,      -6.052300555,       456.6694993,      0.0325846033,     -0.3245195612,                 0,                 0,                 0,     -0.1650730489,     0.03824328779,     -0.3239014555,                 0,      -9.959291453,     0.07626316857
          0,           0,          71,      -5.265749047,       -2.25329606,      -2.448776832,      0.2292038864,      -6.046905697,       456.6694993,     0.03230936584,     -0.3235516853,                 0,                 0,                 0,     -0.1642074348,     0.03795120048,     -0.3229385306,                 0,      -10.01417629,     0.07626316857
